Name,Content Set,Type,Solutions,Description
Running Processes with Hash,Incident Response,Sensor,Tanium Threat Response,Lists the fully-qualified path and hash of each running executable.
Running Processes with MD5 Hash,Incident Response,Sensor,Tanium Threat Response,Lists the fully-qualified path and MD5 hash of each running executable file.
Running Processes With Parent,Incident Response,Sensor,Tanium Threat Response,Provides a list of the processes currently running and the parent process of the process.
"Example: ""wordpad.exe|explorer.exe""",,,,
Running Processes With User,Incident Response,Sensor,Tanium Threat Response,Provides a list of the processes currently running and the owner of the process.
"Example: ""wordpad.exe|johndoe\CORP""",,,,
Running RMM Applications,Default,Sensor,Tanium Emerging Issues Content,Tanium Guardian RMM Spotlight: Returns the process name and product display name for a select list of running RMM applications.
Running Service,Core Content,Sensor,Tanium Core Content,Provides a list of currently running services on the client machine.
Example: DHCP Client,,,,
Running Service Short Name,Core Content,Sensor,Tanium Core Content,A list of the short names of all services currently in the running state.
Example: defragsvc,,,,
SBOM Has Results,SBOM,Sensor,Tanium SBOM,Determine if the endpoint has SBOM artifacts
SBOM Package Information Filtered By,SBOM,Sensor,Tanium SBOM,"Retrieve detailed SBOM package information for a given Name, Vendor, Version, and/or Ecosystem"
SBOM Package Information For Hash,SBOM,Sensor,Tanium SBOM,Retrieve detailed SBOM package information for a Hash value.
SBOM Packages,SBOM,Sensor,Tanium SBOM,"Retrieve all of the overview SBOM package information (Name, Vendor, Version, CPE, Type)."
SBOM Packages Count,SBOM,Sensor,Tanium SBOM,Returns the number of SBOM packages found.
SBOM Packages Filtered By,SBOM,Sensor,Tanium SBOM,"Retrieve all of the overview SBOM package information for a given Name, Vendor, Version, and/or Ecosystem."
SBOM Packages In Product,SBOM,Sensor,Tanium SBOM,Lists libraries that are dependencies of the provided Product
SBOM Products Using Package,SBOM,Sensor,Tanium SBOM,Lists products that have been found to be dependent on the provided library
SCCM AutoAssignment Enabled,SCCM,Sensor,Tanium Core Content - SCCM,Checks if automatic site assignment is enabled
SCCM Available Programs,SCCM,Sensor,Tanium Core Content - SCCM,The list of available program advertisements.
SCCM Cache Percent Used,SCCM,Sensor,Tanium Core Content - SCCM,The percentage of used cache.
SCCM Cache Size,SCCM,Sensor,Tanium Core Content - SCCM,Returns the SCCM agent's configured (not current cache usage) cache size in MB
SCCM Client Cache Location,SCCM,Sensor,Tanium Core Content - SCCM,The location of the client's cache.
SCCM Client Communication Days Old,SCCM,Sensor,Tanium Core Content - SCCM,The number of days since last time the policy log file was updated.
SCCM Client Components,SCCM,Sensor,Tanium Core Content - SCCM,A listing of client components and their state.
SCCM Client Fallback Status Point,SCCM,Sensor,Tanium Core Content - SCCM,The configured fallback status point.
SCCM Client Health,SCCM,Sensor,Tanium Core Content - SCCM,"Returns Healthy or Needs Attention for SCCM Client Health status, as well as a reason for not being healthy or those that Need Attention"
Example: No|SCCM Client Not Running,,,,
SCCM Client ID,SCCM,Sensor,Tanium Core Content - SCCM,The client's ID (GUID).
SCCM Client Installed,SCCM,Sensor,Tanium Core Content - SCCM,Determines if the client service is installed.
SCCM Client MSI Properties,SCCM,Sensor,Tanium Core Content - SCCM,The Windows Installer parameters used the last time the client was successfully installed.
SCCM Client Running,SCCM,Sensor,Tanium Core Content - SCCM,Determines if the client service is running.
SCCM Client Version,SCCM,Sensor,Tanium Core Content - SCCM,"Returns the version and a version description, if possible, of the SCCM client."
Example: 5.00.7958.1000|2012 R2,,,,
SCCM DCM Status,SCCM,Sensor,Tanium Core Content - SCCM,This sensor will return compliance status for each DCM baseline on the machine.
Example: My Baseline Name|Yes,,,,
SCCM Internet Client,SCCM,Sensor,Tanium Core Content - SCCM,Determines if the client is currently connected via Internet. It will report Always if the client is always on the Internet.
SCCM Management Point,SCCM,Sensor,Tanium Core Content - SCCM,The client's management point.
SCCM Mandatory Assignment Pending,SCCM,Sensor,Tanium Core Content - SCCM,Determines if a mandatory advertisement is pending.
SCCM Proxy Management Point,SCCM,Sensor,Tanium Core Content - SCCM,The client's proxy management point.
SCCM Server Roles,SCCM,Sensor,Tanium Core Content - SCCM,"Determines if the server is acting as a Distribution Point, a Management Point, or a Software Update Point."
SCCM Site Code,SCCM,Sensor,Tanium Core Content - SCCM,The client's assigned site code.
SCCM Software Updates Scan Age,SCCM,Sensor,Tanium Core Content - SCCM,Returns the number of days since the last SCCM Software Updates Scan
SCCM Software Updates Scan Source,SCCM,Sensor,Tanium Core Content - SCCM,Returns the WSUS Server and Content Version of the last SCCM Software Updates Scan
SCCM WMI Health,SCCM,Sensor,Tanium Core Content - SCCM,Checks the health of client WMI namespaces.
Scheduled Tasks,Incident Response,Sensor,Tanium Threat Response,"Returns scheduled tasks on a system, created either with ""at"" or ""schtasks"". Time and frequency information is omitted to limit unique strings."
Screen Saver Active,Core Content,Sensor,Tanium Core Content,Indicates whether a screen saver is enabled on the client machine.
Example: True,,,,
Screen Sharing - ScreenMeet Session Support,Screen Sharing,Sensor,Tanium Screen Sharing,Reports to what extent the endpoint is able to launch ScreenMeet sessions.
SCSI Controller Caption,Core Content,Sensor,Tanium Core Content,A short description of the SCSI Controller as provided by the manufacturer.
Example: Dell PERC S100 S300 Controller,,,,
SCSI Controller Driver Name,Core Content,Sensor,Tanium Core Content,Name for SCSI Controller Driver as provided by the manufacturer.
Example: VClone,,,,
SELinux Status,Core Content,Sensor,Tanium Core Content,"returns the SElinux mode from the /etc/selinux/config file, the current status, and current running mode of SELinux."
Semaphore Details,Incident Response,Sensor,Tanium Threat Response,Returns details about a specified semaphore.
Example: symphony.exe|2400|WIN764\Administrator|2B4|\BaseNamedObjects\daemon242861781sem,,,,
Service,Core Content,Sensor,Tanium Core Content,Gets a list of all Services on the client machine.
Example: Task Scheduler,,,,
Service Details,Core Content,Sensor,Tanium Core Content,"Details about all installed services on the client machine, including name, display name, running status, and startup mode."
Example: MDM | Machine Debug Manager | Running | Auto,,,,
Service Login Names,Core Content,Sensor,Tanium Core Content,"A list of accounts under which services are configured to run. This list will not include the default accounts, including LocalSystem, LocalService, and NetworkService."
Example: .\servuser,,,,
Service Module Details,Incident Response,Sensor,Tanium Threat Response,"Lists services that are running at the time the Question is asked. The details include the path to the service executable (if it is a stand-alone service), the module (DLL) path (if it is a hosted service), and the loaded modules if the service implements a COM application."
Service Module Details with Hash,Incident Response,Sensor,Tanium Threat Response,"Collects a comprehensive list of stand-alone services, hosted services, COM+ application components, and the selected hash (MD5, SHA1, and SHA256) of the binary."
Service Pack,Core Content,Sensor,Tanium Core Content,"The Service Pack level of the machine if available, and ""No Service Pack found"" if unavailable."
Example: Service Pack 1,,,,
Service Process Details,Incident Response,Sensor,Tanium Threat Response,Returns verbose details about running processes for Services.
Service Status with Hash,Incident Response,Sensor,Tanium Threat Response,"Provides information about each of the Microsoft Windows Services that are installed on the endpoint, including the hash and whether the service is running."
Service System Event Log Search,Incident Response,Sensor,Tanium Threat Response,"Searches and stacks Windows service start, stop, or install entries in the System event log that occurred within a specified time period."
SHA1 Hash Match Files Executing,Incident Response,Sensor,Tanium Threat Response,"Matches a specified SHA1 hash against files that are currently executing. Returns the paths to matching executing files, and ""Yes"", or ""No"" if no executing files match."
SHA1 Hash Of File,Incident Response,Sensor,Tanium Threat Response,Returns the SHA1 hash of a specified file path.
SHA1 Hash Single File Match,Incident Response,Sensor,Tanium Threat Response,"Compares the file at a specified path to a provided SHA1 hash. Returns ""Yes"" if the file at the specified path matches the hash."
Share Folder Permissions,Core Content,Sensor,Tanium Core Content,A list of all shared file system folders and their permissions.
Example: SomethingSpecial|D:\Special|[Allow]NT AUTHORITY\SYSTEM:FullControl;[Allow]BUILTIN\Administrators:FullControl;[Allow]MyOrg\admRachel:FullControl,,,,
Shared Network Printer Details,Core Content,Sensor,Tanium Core Content,"Details on any shared printers available from the client machine. Details include printer name, print server, and share name."
Example: \PRINTSERVER1\PRINTER2 | netserver | \PRINTSERVER1\PRINTER2,,,,
Shell History,Incident Response,Sensor,Tanium Threat Response,"Retrieves the requested command(s) from the shell history files of all users (if found), or only one user if specified."
Short Hostname,Core Content,Sensor,Tanium Core Content,"The assigned name of the client machine, minus any domain suffix."
Example: workstation-1,,,,
SIP Settings,Incident Response,Sensor,Tanium Threat Response,"Returns the SIP settings on Macs. If all components are enabled, you will see only one line ""System Integrity Protection status: enabled."" Otherwise, each component will be shown with its status."
SIU - Installed Products,Default,Sensor,Tanium Asset,List products from Software Manager's Software Inventory Catalog.
SIU - Installed Products With Usage,Default,Sensor,Tanium Asset,List installed products along with their usage.
SIU - Is Supported,Default,Sensor,Tanium Asset,"Return ""True"" if SIU is supported on this platform, ""False"" if not"
SIU - Product First Used,Default,Sensor,Tanium Asset,Get how long ago a product was first used
SIU - Product Last Used,Default,Sensor,Tanium Asset,Get how recently a product was used
SIU - Product Usage,Default,Sensor,Tanium Asset,Get bucketed average usage per day for a product
Software Management - Errors,Software Management Content Set,Sensor,Tanium Deploy,Get the last 10 error log messages from the software management process.
Sophos Client Health,Core Content,Sensor,Tanium Core Content,Shows the details of two sophos services: sophos anti-virus and the sophos autoupdate service.
Example: Service | StartMode | State | Healthy,,,,
Sophos Client Version,Core Content,Sensor,Tanium Core Content,Returns the version of Sophos anti-virus installed on the client machine.
Example: 4.80.0,,,,
Sophos Engine Version,Core Content,Sensor,Tanium Core Content,The engine version of Sophos AV installed on the client machine.
Example: 4.80.0,,,,
Sophos Last Scan Time,Core Content,Sensor,Tanium Core Content,The last time Sophos AV scanned the client machine.
Example: 2006-11-07T18:00:000Z,,,,
Sophos Last Update Time,Core Content,Sensor,Tanium Core Content,The last time that Sophos AV was updated on the client machine.
Example: 2006-11-07T18:00:000Z,,,,
Sound Card,Core Content,Sensor,Tanium Core Content,Name of sound card in client machine.
Example: SoundMAX Integrated Digital HD Audio,,,,
SQL Buffer Hit Ratio,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns the buffer cache hit ratio from SQL Server on the client machine.
Example: .5,,,,
SQL Clustered,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns whether or not the SQL server instance is clustered
Example: True,,,,
SQL Database Count,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,The number of databases in SQL Server on the client machine.
Example: 4,,,,
SQL Database Metadata,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns metadata for SQL Server databases on the client machine.
SQL Database Recovery Mode,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns the database recovery mode for each database on the SQL Server on the client machine.
Example: master SIMPLE (SQLEXPRESS),,,,
SQL Database Settings,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns settings for SQL Server databases on the client machine.
SQL Database Sizes,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns the database sizes for each database on the SQL Server on the client machine.
master 4MB (SQLEXPRESS),,,,
SQL Log Sizes,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns the size of the log files for each database on the SQL Server on the client machine.
Example: master 0.75MB (SQLEXPRESS),,,,
SQL Product Level,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Product level for SQL Server on client machine.
Example: SP4,,,,
SQL Product Version,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Product version from SQL Server on client machine.
Example: 10.50.1617.0,,,,
SQL Recovery Mode,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns database name and recovery mode for that database from all databases in SQL Server on client machine.
Example: ReportServer SIMPLE,,,,
SQL Server Agent Jobs,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns a list Agent Jobs for SQL Servers on the client machine.
SQL Server Agent Long Running Jobs,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,"Returns a list of long running SQL Server jobs on the client machine. Details include job name, start date, and duration."
Example: backupjob | 22-july-12 12:00 Am | 00:01:00:00,,,,
SQL Server CPU Consumption,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Current CPU utilization percentage by SQL Server process on client machine.
Example: 8%,,,,
SQL Server Databases,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,List of database names from SQL Server on client machines.
Example: tanium,,,,
SQL Server Edition,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns the Edition of SQL Server installed on the client machine if it exists.
Example: Enterprise Edition (64-bit),,,,
SQL Server Linked Servers,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns a list of Linked Servers for SQL Servers on the client machine.
SQL Server Memory,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns memory usage details for SQL Servers on the client machine.
SQL Server Metadata,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns metadata for SQL Servers on the client machine.
SQL Server Performance Data,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns metadata for SQL Servers on the client machine.
SQL Server Settings,Core MSSQL Content,Sensor,Tanium Core Content - MSSQL,Returns results of SERVERPROPERTY and Metadata for SQL Servers on the client machine.
SSH Audit - Authorized Keys,Default,Sensor,Tanium Emerging Issues Content,Show authorized key records
SSH Audit - Authorized Keys Configuration,Default,Sensor,Tanium Emerging Issues Content,Returns if the endpoint is configured to use default or custom authorized keys settings (OpenSSH only for Non-Windows)
SSH Audit - Host Fingerprints,Default,Sensor,Tanium Emerging Issues Content,Find duplicates (cloned VMs) or verify values
SSH Audit - Known Hosts,Default,Sensor,Tanium Emerging Issues Content,Show user and global known hosts records
SSH Audit - Private Keys,Default,Sensor,Tanium Emerging Issues Content,"Find private ssh keys, passphrase true/false, md5 and sha256 fingerprints"
SSH Audit - Sshd Config,Default,Sensor,Tanium Emerging Issues Content,Show sshd_config settings checked by CIS Benchmarks (Match User|Group|... config blocks are skipped)
SSH Audit - Sudo Settings,Default,Sensor,Tanium Emerging Issues Content,"Show settings in /etc/sudo.conf, /etc/sudo-ldap.conf, /etc/sudoers and /etc/sudoers.d"
SSH Known Hosts,Incident Response,Sensor,Tanium Threat Response,Retrieves entries from the .ssh/known_hosts file for a user.
SSL Server Audit Age,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns age of the audit data in days.
,,,,
Example: 91-180,,,,
SSL Server Audit Port Exclusions,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,It is possible to configure a particular endpoint to exclude specific ports from the audit scan if the target application is too fragile to scan. This sensor returns the exclusions applied on a particular endpoint.
,,,,
"Example: 443,8443",,,,
SSL Server Audit Python Exists,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Confirms that a valid python interpreter exists on the ednpoint.
SSL Server Certificate CA Short Name,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,"This sensor returns a shortened Certificate Authority name, used by Tanium Risk to populate its dashboards."
SSL Server Certificate Details,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,
"Return SSL Server Certificate Details for all open ports audited. Example: 443~2019-12-24~2021-12-24~Organizational Unit: AndyLab, Locality: Sandhurst, State/Province: England, Country: GB~Common Name: andylab-LAB-DC04-CA; Domain Component: andylab, local~unauthorised~none~none",,,,
SSL Server Certificate Details - Exclude Tanium,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,
"Return SSL Server Certificate Details for all open ports audited. Example: 443~2019-12-24~2021-12-24~Organizational Unit: AndyLab, Locality: Sandhurst, State/Province: England, Country: GB~Common Name: andylab-LAB-DC04-CA; Domain Component: andylab, local~unauthorised~none~none",,,,
SSL Server Certificate Details Exclude Ports,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,
"Return SSL Server Certificate Details for all open ports audited, except those listed in the parameter. Example: 443~2019-12-24~2021-12-24~Organizational Unit: AndyLab, Locality: Sandhurst, State/Province: England, Country: GB~Common Name: andylab-LAB-DC04-CA; Domain Component: andylab, local~unauthorised~none~none",,,,
SSL Server Certificate Expiry,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns bucketed number of days until certificate expires.
"Example: 443,91-180",,,,
SSL Server Certificate Expiry - Exclude Tanium,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns bucketed number of days until certificate expires. Port 17472 is excluded from the results.
"Example: 443,91-180",,,,
SSL Server Certificate Expiry Exclude Ports,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,List ports excluded from the audit report on a given machine.
Example: 443,,,,
SSL Server Certificate Extended Key Usage,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Return the Extended Key Usage field for the certificates on each ssl-server-audit-port-exclusions.py
,,,,
"Example: 443~server_auth,client_auth",,,,
SSL Server Certificate Issuer,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the issuer of the certificate for the port specified in the parameter.
,,,,
"Example: Common Name: acme-ACME-DC01-CA; Domain Component: acme, lab",,,,
SSL Server Certificate Key Usage,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the key usage fields for the certificate.
,,,,
"Example: 443~digital_signature,key_encipherment,key_cert_sign",,,,
SSL Server Certificate Process Details,Default,Sensor,Tanium Core Content - SSL/TLS Server Audit,
"Return SSL Server Certificate Details for all open ports audited, including owning process.",,,,
,,,,
"Example: 443~2019-12-24~2021-12-24~Organizational Unit: AndyLab, Locality: Sandhurst, State/Province: England, Country: GB~Common Name: andylab-LAB-DC04-CA; Domain Component: andylab, local~unauthorised~none~none~iis.exe~Internet Information Server~10.4.2",,,,
SSL Server Certificate Public Key Details,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Return Key length and algorithm for the public key presented on each port.
,,,,
Example: 8088~rsa~2048,,,,
SSL Server Certificate Signature Algorithm Details,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Return signature algorithm and hash algorithm for the certificates used along with the associated port.
,,,,
Example: 8089~rsassa_pkcs1v15~sha256,,,,
SSL Server Certificate Subject,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the subject field of the certicate in use on the port given as a parameter.
,,,,
Example: Common Name: www.tanium.com,,,,
SSL Server Cipher Suite,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the SSL Protocol and available cipher suites available on each port.
Example:TLS1.2~TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256~deflate~false~8089,,,,
SSL Server Cipher Suite Processes,Default,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the SSL Protocol and available cipher suites available on each port.
Example:TLS1.2~TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256~deflate~false~8089~httpd~Apache HTTPD,,,,
SSL Server Enhanced Certificate Details,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Return Enhanced Certificate Details.
"Example: 443~2019-12-24~2021-12-24~rsa~2048~rsassa_pkcs1v15~sha256~Organizational Unit: AndyLab, Locality: Sandhurst, State/Province: England, Country: GB~Common Name: andylab-LAB-DC04-CA; Domain Component: andylab, local~unauthorised~none~none~140000000c2cf994f1b11f23bb00000000000c~710830c33964b526dd4831a5988ade0b5905b7ed",,,,
SSL Server Key Exchange,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the Key Exchange parameters for each port in use.
,,,,
Example: TLS1.2~TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA~520~443,,,,
SSL Server Protocols,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,List supported SSL/TLS Protocols.
Example: TLS 1.2,,,,
SSL Server Root Certificate Authority,SSL Audit,Sensor,Tanium Core Content - SSL/TLS Server Audit,Returns the status of the CA used to sign each ssl-server-root-certificate-authority.py
,,,,
Example: 3389~self signed,,,,
Startup Programs,Core Content,Sensor,Tanium Core Content,A list of programs configured to automatically run on the client machine. Also includes the command line entry to run the program.
Example: Windows Mobile Device Center | C:\Windows\WindowsMobile\wmdc.exe,,,,
Static IP Addresses,Core Content,Sensor,Tanium Core Content,A list of the static IP addresses currently held by the client machine.
Example: 192.168.1.1,,,,
Stopped Service,Core Content,Sensor,Tanium Core Content,Returns a list of all services currently stopped on the client machine.
Example: DHCP Client,,,,
Stopped Service Short Name,Core Content,Sensor,Tanium Core Content,A list of the short names of all services currently in the stopped state.
Example: defragsvc,,,,
Storage Encryption Status,Core Content,Sensor,Tanium Core Content,Reports endpoint encryption status of the system drive for BitLocker on Windows and FileVault on Mac.
Subnet Mask,Base,Sensor,Tanium Default Content,"A list of all of the configured subnet masks for the network adapters of the client machine. Subnet masks are always represented in dotted decimal notation for ipv4 networks, and as descriptions of prefix lengths for ipv6."
Example: 255.255.0.0 (IPv4) or inet6:/64 (IPv6),,,,
Successful Elevated Privileges,Incident Response,Sensor,Tanium Threat Response,"Lists successful attempts at elevating privileges for a user. Returns user ID, month and day, and time at which the attempt occurred."
System Directory,Core Content,Sensor,Tanium Core Content,The location of the system directory on Windows machines.
Example: C:\Windows\system32,,,,
System Disk Free Space,Core Content,Sensor,Tanium Core Content,The amount of free disk space on the main system drive.
Example: C:|4 GB,,,,
System Drive,Core Content,Sensor,Tanium Core Content,Hard drive location hosting system directory on Windows machines.
Example: C:,,,,
System Environment Variables,Core Content,Sensor,Tanium Core Content,Returns the currently defined system variables
Example: windir=c:\Windows,,,,
System Integrity Protection Status,Core Content,Sensor,Tanium Core Content,Returns output of csrutil status. MacOS only.
Example: Enabled,,,,
System Slots Available,Core Content,Sensor,Tanium Core Content,Returns the number of open slots in the system on Windows client machines.
Example: 3,,,,
System Slots In Use,Core Content,Sensor,Tanium Core Content,Returns the number of used slots in the system on Windows client machines.
Example: 1,,,,
System UUID,Core Content,Sensor,Tanium Core Content,System unique identifier UUID.
Example: 3e6be9de-8139-11d1-9106-a43f08d823a6,,,,
Tanium Action Log,Client Management,Sensor,Tanium Default Content,"Provided with an action number as a parameter, this sensor returns the log from the action from each client machine that executed the action."
Example: 2012-11-02 03:30:17 +0000|Command Completed,,,,
Tanium Back Peer Address,Client Management,Sensor,Tanium Default Content,"The address information of the back peer specified in the Tanium registry entry at HKLM\SOFTWARE\Tanium\Tanium Client\Status\PeerAddress on windows and TaniumClientStatus.ini on non-windows endpoints. The result is in the following format, networkProtocol:portFromClient:ipAddressFromClient_networkProtocol:portFromServer:ipAddressFromServer."
Examples:,,,,
512:17472:192.168.0.206_512:0:133.209.157.73,,,,
NoAddress_NoAddress,,,,
Tanium Buffer Count,Client Management,Sensor,Tanium Default Content,The number of buffered messages currently queued to be processed by the Tanium client on each client machine.
Example: 2,,,,
Tanium Client Action Timing,Client Management,Sensor,Tanium Default Content,The number of seconds it took to download and complete the Action once a Client first sees the Action.
Example: 300 seconds,,,,
Tanium Client API Downloads,Client Management,Sensor,Tanium Default Content,"Determines what the Tanium Client API downloads are active. Returns the name, status and URL."
Tanium Client Architecture,Base,Sensor,"Tanium Default Content, Tanium Endpoint Configuration, Tanium Initial Content - Python",Provides the target architecture for which the installed Tanium Client was compiled.
Tanium Client Container Version,Containers,Sensor,Tanium Containers,Returns the version of the Tanium Client Container.
Tanium Client Core Health,Client Management,Sensor,Tanium Default Content,Determines whether the Tanium Client is able to execute the default content set successfully. Returns any error conditions.
Example: Error: Windows Script Host version must be at least 5.6,,,,
Tanium Client CPU,Client Management,Sensor,Tanium Default Content,The current percentage of cpu utilization being used by the Tanium Client process on each client machine. The reported value will be higher than average since the Tanium Client is actively in use while evaluating this Sensor. Example: 1.4
Tanium Client Directory Permissions,Client Management,Sensor,Client Service Hardening,Returns the current status of the Tanium Client directories permissions and if they have been set as restricted to SYSTEM.
Example: Restricted - SYSTEM,,,,
Tanium Client Downloads Directory Details,Client Management,Sensor,Tanium Default Content,"Returns the path to and size of the Tanium Client ""Downloads"" directory. This is the directory to which Tanium Package files are downloaded. It is considered temporary space and will clean itself out periodically."
Example: C:\Program Files (x86)\Tanium\Tanium Client\Downloads|139.4 MB,,,,
Tanium Client Dump Files,Client Management,Sensor,Tanium Default Content,Report date and size of Tanium Client dumpfiles.
Tanium Client Explicit Setting,Client Management,Sensor,Tanium Default Content,"Returns the value of a supplied Tanium Client Setting fom the Tanium Clients registry key. Supply only the client setting name, for instance: ServerName and the output will appear as follows:"
Example: berkeley.tanium.com,,,,
Tanium Client Folder Size,Client Management,Sensor,Tanium Default Content,Returns the total size of the Tanium Client directory.
Example: 821 MB,,,,
Tanium Client Installation Date,Client Management,Sensor,Tanium Default Content,The date on which the currently installed Tanium Client was installed on each client machine.
"Example: Wed, 13 Nov 2013 00:00:00 -0480",,,,
Tanium Client Installation Time,Client Management,Sensor,Tanium Default Content,The date and time on which the currently installed Tanium Client was installed on each client machine.
"Example: Wed, 13 Nov 2013 08:18:00 -0480",,,,
Tanium Client IP Address,Base,Sensor,Tanium Default Content,The local IP address the client is using to communicate with the Tanium Server.
Example: 192.168.10.2,,,,
Tanium Client Logging Level,Client Management,Sensor,Tanium Default Content,Logging level setting between 1 and 100 of the Tanium Client on the client machine.
Example: 41,,,,
Tanium Client NAT IP Address,Base,Sensor,Tanium Default Content,"The IP address the Tanium Client is communicating to the server with. This can be a public IP, or IP of a NAT device, for example."
Example: 65.128.25.253,,,,
Tanium Client Neighborhood,Client Management,Sensor,Tanium Default Content,Returns the Forward Peers and Backwards Peers returned by the server with which the client should communicate.
"Example: 10.0.0.1:17472, 10.0.02:17472 | 10.0.0.10:17472",,,,
Tanium Client Python Version,Base,Sensor,Tanium Default Content,"Returns the value of the TaniumPythonDirName Client Setting if set, ""(not set)"" otherwise"
Tanium Client Service Control Status,Client Management,Sensor,Client Service Hardening,"Returns whether the Tanium Client service has special permissions set such that regular users, or non-SYSTEM users, can control the service."
Example: Service Control Restricted to Administrators,,,,
Tanium Client Subnet,Base,Sensor,Tanium Default Content,The Subnet in use by the Tanium Client.
Example: 192.168.10.0/24,,,,
Tanium Client Uninstall Hidden,Client Management,Sensor,Client Service Hardening,Returns whether the Tanium Client is hidden from the Add-Remove programs list.
Example: Yes,,,,
Tanium Client Version,Base,Sensor,Tanium Default Content,Version number of the Tanium Client on the client machine.
Example: 4.1.314.7020,,,,
Tanium Current Directory,Client Management,Sensor,Tanium Default Content,Installation directory of the Tanium Client on the client machine.
Example: C:\Program Files\Tanium\Tanium Client,,,,
Tanium Driver Status,Tanium Recorder,Sensor,Tanium Recorder Content,Returns information about the Tanium Driver
,,,,
Example (not installed):,,,,
Driver Controller Version N/A,,,,
Driver Version N/A,,,,
Driver Location: Not installed,,,,
Service Installation: Not installed,,,,
Service Status: Not started,,,,
Install Recommended,,,,
,,,,
Example (installed):,,,,
EnableNetworkMonitor: 0,,,,
EnableHttpMonitor: 0,,,,
EnableApiMonitor: 0,,,,
HttpMonitorPorts: 80,,,,
Service Status: SERVICE_RUNNING,,,,
Driver install path: \SystemRoot\system32\drivers\TaniumRecorderDrv.sys,,,,
Tanium Driver Supported,Tanium Recorder,Sensor,Tanium Recorder Content,"Returns 'True' if the driver is supported on this platform, 'False' otherwise"
Tanium Driver Version,Tanium Recorder,Sensor,Tanium Recorder Content,Returns version information for the Tanium Driver
Tanium File Contents,Client Management,Sensor,Tanium Default Content,"Provided with a parameter indicating the path to a file in the Tanium current directory, this sensor will return the contents of that file."
Example:,,,,
Tanium File Exists,Client Management,Sensor,Tanium Default Content,"Provided with a parameter indicating the path to a file in the Tanium current directory, returns True or False based on whether that file exists in the specified location."
Example: True,,,,
Tanium File Version,Client Management,Sensor,Tanium Default Content,"Provided with a parameter indicating the path to a file in the Tanium client directory, returns the version of the file in the specified location."
Example: True,,,,
Tanium Module Server Version,Base,Sensor,Tanium Default Content,Version number of Tanium Module Server installed.
Example: 6.5.314.4316,,,,
Tanium Peer Address,Client Management,Sensor,Tanium Default Content,"The address information of the peer specified in the Tanium registry entry at HKLM\SOFTWARE\Tanium\Tanium Client\Status\PeerAddress on windows and TaniumClientStatus.ini on non-windows endpoints. The result is in the following format, networkProtocol:portFromClient:ipAddressFromClient_networkProtocol:portFromServer:ipAddressFromServer."
